cumulative_distance,route,average_ttime,scenario_name,year,year_scenario,vehicle_type,hour
5675.26,New North Road NB,9.675684169413353,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5705.13,New North Road NB,9.725467502746687,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5715.26,New North Road NB,9.741894529773713,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5733.02,New North Road NB,9.770694529773715,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5756.8,New North Road NB,9.809256691935875,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5773.35,New North Road NB,9.835388270883245,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5804.37,New North Road NB,9.881918270883244,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5892.86,New North Road NB,10.021639323514822,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
5917.95,New North Road NB,10.055092656848156,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
6008.36,New North Road NB,10.190707656848156,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
6023.73,New North Road NB,10.211200990181489,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
6093.21,New North Road NB,10.305946444726944,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
6111.88,New North Road NB,10.331405535636035,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
6136.9,New North Road NB,10.365523717454217,obs_50th,2025,2025 obs_50th,All Vehicles,PM2
0,New North Road NB,0.0,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
47.47,New North Road NB,0.113928,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
80.33,New North Road NB,0.17367345454545455,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
112.46,New North Road NB,0.23209163636363636,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
171.19,New North Road NB,0.34955163636363634,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
182.44,New North Road NB,0.37655163636363637,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
221,New North Road NB,0.45918020779220775,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
264.47,New North Road NB,0.5358919724980902,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
275.31,New North Road NB,0.5539586391647568,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
379.65,New North Road NB,0.8669786391647567,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
406.77,New North Road NB,0.9573786391647567,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
419.37,New North Road NB,0.9971681128489673,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
449.32,New North Road NB,1.066283497464352,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
482.27,New North Road NB,1.1280647474643517,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
488.19,New North Road NB,1.1388283838279882,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
493.68,New North Road NB,1.148516619122106,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
505.3,New North Road NB,1.1684366191221058,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
508.9,New North Road NB,1.1744366191221058,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
512.49,New North Road NB,1.1802582407437276,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
527.65,New North Road NB,1.2041950828489907,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
537.67,New North Road NB,1.2196104674643753,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
547.93,New North Road NB,1.2353950828489908,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
612.37,New North Road NB,1.3320550828489908,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
629.56,New North Road NB,1.3578400828489907,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
638.81,New North Road NB,1.3717150828489906,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
646.51,New North Road NB,1.3832650828489907,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
662.74,New North Road NB,1.4076100828489908,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
670.1,New North Road NB,1.4186500828489907,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
691.71,New North Road NB,1.4518962366951447,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
723.79,New North Road NB,1.502548868274092,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
762.3,New North Road NB,1.5649975169227406,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
813.12,New North Road NB,1.6521175169227404,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
837.8,New North Road NB,1.6983925169227405,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
872.28,New North Road NB,1.7750147391449629,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
892.32,New North Road NB,1.815094739144963,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
908.46,New North Road NB,1.847374739144963,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
939.28,New North Road NB,1.9070263520481885,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
952.55,New North Road NB,1.9327102230159305,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
961.34,New North Road NB,1.9508964299124825,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
970.21,New North Road NB,1.9706075410235935,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
986.48,New North Road NB,2.0096555410235935,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
993.85,New North Road NB,2.0273435410235936,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1011.24,New North Road NB,2.067474310254363,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1017.56,New North Road NB,2.0797065683188785,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1038.96,New North Road NB,2.116392282604593,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1051.72,New North Road NB,2.1365396510256454,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1067.18,New North Road NB,2.1603242664102615,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1105.53,New North Road NB,2.217849266410261,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1121.81,New North Road NB,2.241106409267404,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1179.87,New North Road NB,2.322120362755776,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1219.08,New North Road NB,2.375588544573958,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1234.25,New North Road NB,2.3962749082103216,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1290.66,New North Road NB,2.4749865361172985,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1296.14,New North Road NB,2.4828151075458695,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1301.99,New North Road NB,2.4911722504030123,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1397.97,New North Road NB,2.6427196188240654,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1457.07,New North Road NB,2.729207423702114,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1507.66,New North Road NB,2.811245261539952,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1520.15,New North Road NB,2.8320619282066186,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1583.39,New North Road NB,2.9629033075169633,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1634.59,New North Road NB,3.090903307516963,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1667.27,New North Road NB,3.14692616465982,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1676.07,New North Road NB,3.1611964349300905,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1701.89,New North Road NB,3.2019648559827223,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1768.09,New North Road NB,3.303811009828876,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1882.17,New North Road NB,3.4629924051777135,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1976.18,New North Road NB,3.597292405177713,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1985.01,New North Road NB,3.6096133354102715,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
1996.83,New North Road NB,3.6261063586660853,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2055.74,New North Road NB,3.7102635015232277,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2095.46,New North Road NB,3.774674312334039,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2175.86,New North Road NB,4.028569049176145,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2179.72,New North Road NB,4.037833049176144,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2193.58,New North Road NB,4.071097049176144,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2310.54,New North Road NB,4.509697049176144,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2334.74,New North Road NB,4.590363715842811,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2371.96,New North Road NB,4.691872806751902,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2428.46,New North Road NB,4.791578689104843,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2439.35,New North Road NB,4.808332535258689,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2501.71,New North Road NB,4.899591071844055,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2586.79,New North Road NB,5.024098388917226,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2644.86,New North Road NB,5.10328475255359,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2660.79,New North Road NB,5.126041895410732,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2672.28,New North Road NB,5.142456181125018,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2694.87,New North Road NB,5.173977111357575,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2735.09,New North Road NB,5.226437980922793,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2741.4,New North Road NB,5.23449330007173,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2822.86,New North Road NB,5.340745473984773,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2843.12,New North Road NB,5.3690152414266334,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
2863.91,New North Road NB,5.398024543752215,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3024.68,New North Road NB,5.617256361934033,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3048.04,New North Road NB,5.645288361934034,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3072.29,New North Road NB,5.674388361934033,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3087.05,New North Road NB,5.692100361934034,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3097.2,New North Road NB,5.704280361934034,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3186.2,New North Road NB,5.815530361934033,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3200.77,New North Road NB,5.833014361934033,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3224.58,New North Road NB,5.861586361934033,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3330.11,New North Road NB,5.99923418802099,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3355.64,New North Road NB,6.03327418802099,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3363.93,New North Road NB,6.044578733475535,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3371.11,New North Road NB,6.054369642566444,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3389.74,New North Road NB,6.085419642566444,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3440.94,New North Road NB,6.178510551657354,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3452.08,New North Road NB,6.196100025341564,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3459.45,New North Road NB,6.207438486880025,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3519.34,New North Road NB,6.302001644774762,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3544.33,New North Road NB,6.3377016447747625,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3588.79,New North Road NB,6.404391644774762,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3633.25,New North Road NB,6.490443257677987,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3643.44,New North Road NB,6.517025866373641,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3674.64,New North Road NB,6.59502586637364,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3685.05,New North Road NB,6.6145446163736406,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3723.24,New North Road NB,6.680013187802212,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3728.77,New North Road NB,6.688980755369779,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3742.21,New North Road NB,6.710201808001358,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3817.96,New North Road NB,6.829807071159253,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3842.82,New North Road NB,6.863707071159253,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3868.05,New North Road NB,6.898911722322044,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
3890.34,New North Road NB,6.930014047903439,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4035.77,New North Road NB,7.119705352251264,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4045.14,New North Road NB,7.13072888166303,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4076.75,New North Road NB,7.167917116957147,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4105.31,New North Road NB,7.202189116957148,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4114.59,New North Road NB,7.213789116957147,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4143,New North Road NB,7.249301616957147,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4164.23,New North Road NB,7.277608283623814,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4325.97,New North Road NB,7.508665426480958,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4357.57,New North Road NB,7.549005852012871,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4363.69,New North Road NB,7.556818617970318,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4522.25,New North Road NB,7.778065129598226,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4540.57,New North Road NB,7.806991445387699,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4563.56,New North Road NB,7.843291445387701,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4573.54,New North Road NB,7.866322214618468,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4584.88,New North Road NB,7.895904823314122,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4598.71,New North Road NB,7.9336230051323025,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4615.02,New North Road NB,7.974398005132303,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4630.59,New North Road NB,8.00453348900327,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4765.59,New North Road NB,8.217691383740112,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4770.01,New North Road NB,8.223858825600578,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4773.68,New North Road NB,8.228979755833135,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4778.5,New North Road NB,8.236033414369722,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4783.42,New North Road NB,8.24323341436972,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
4794.01,New North Road NB,8.258361985798294,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5040.77,New North Road NB,8.610876271512579,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5055.01,New North Road NB,8.63074603895444,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5068.58,New North Road NB,8.649680922675369,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5087.2,New North Road NB,8.67628092267537,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5385.5,New North Road NB,9.218644559039005,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5418.81,New North Road NB,9.274161225705674,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5437.32,New North Road NB,9.3058926542771,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5564.07,New North Road NB,9.7283926542771,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5594.46,New North Road NB,9.7891726542771,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5624.46,New North Road NB,9.842113830747689,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5638.08,New North Road NB,9.866149124865336,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5665.55,New North Road NB,9.913240553436765,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5675.26,New North Road NB,9.929423886770099,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5705.13,New North Road NB,9.979207220103431,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5715.26,New North Road NB,9.99563424713046,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5733.02,New North Road NB,10.023676352393617,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5756.8,New North Road NB,10.061223720814668,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5773.35,New North Road NB,10.086685259276209,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5804.37,New North Road NB,10.133215259276207,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5892.86,New North Road NB,10.272936311907786,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
5917.95,New North Road NB,10.30638964524112,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
6008.36,New North Road NB,10.438696962314289,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
6023.73,New North Road NB,10.459190295647623,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
6093.21,New North Road NB,10.551830295647623,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
6111.88,New North Road NB,10.577289386556714,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
6136.9,New North Road NB,10.611407568374895,obs_50th,2025,2025 obs_50th,All Vehicles,PM3
0,New North Road NB,0.0,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
47.47,New North Road NB,0.10954615384615383,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
80.33,New North Road NB,0.1692916083916084,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
112.46,New North Road NB,0.22599160839160837,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
171.19,New North Road NB,0.3434516083916084,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
182.44,New North Road NB,0.3684516083916084,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
221,New North Road NB,0.44557160839160836,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
264.47,New North Road NB,0.5200916083916084,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
275.31,New North Road NB,0.5381582750582751,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
379.65,New North Road NB,0.9853297036297036,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
406.77,New North Road NB,1.0455963702963702,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
419.37,New North Road NB,1.0725963702963703,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
449.32,New North Road NB,1.1305641122318542,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
482.27,New North Road NB,1.190473203140945,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
488.19,New North Road NB,1.2006217745695165,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
493.68,New North Road NB,1.2097717745695165,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
505.3,New North Road NB,1.2286150178127597,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
508.9,New North Road NB,1.2342992283390755,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
512.49,New North Road NB,1.2398223052621524,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
527.65,New North Road NB,1.2625623052621522,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
537.67,New North Road NB,1.2772257198962989,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
547.93,New North Road NB,1.2918828627534416,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
612.37,New North Road NB,1.381799141823209,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
629.56,New North Road NB,1.406356284680352,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
638.81,New North Road NB,1.4198928700462055,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
646.51,New North Road NB,1.4314428700462054,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
662.74,New North Road NB,1.4557878700462055,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
670.1,New North Road NB,1.4671109469692825,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
691.71,New North Road NB,1.5003571008154364,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
723.79,New North Road NB,1.553823767482103,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
762.3,New North Road NB,1.6260300174821027,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
813.12,New North Road NB,1.7389633508154363,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
837.8,New North Road NB,1.7938077952598808,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
872.28,New North Road NB,1.867693509545595,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
892.32,New North Road NB,1.9064806063197888,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
908.46,New North Road NB,1.9367431063197886,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
939.28,New North Road NB,1.991131341613906,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
952.55,New North Road NB,2.013879913042478,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
961.34,New North Road NB,2.0289484844710493,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
970.21,New North Road NB,2.0441541987567633,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
986.48,New North Road NB,2.07127086542343,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
993.85,New North Road NB,2.0835541987567634,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1011.24,New North Road NB,2.1117541987567634,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1017.56,New North Road NB,2.1217331461251843,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1038.96,New North Road NB,2.1546562230482618,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1051.72,New North Road NB,2.1733293937799685,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1067.18,New North Road NB,2.1959537840238714,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1105.53,New North Road NB,2.2507394983095854,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1121.81,New North Road NB,2.273455777379353,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1179.87,New North Road NB,2.3526285046520803,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1219.08,New North Road NB,2.4037719829129496,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1234.25,New North Road NB,2.423558939434689,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1290.66,New North Road NB,2.498772272768022,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1296.14,New North Road NB,2.5062450000407495,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1301.99,New North Road NB,2.514222272768022,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1397.97,New North Road NB,2.658192272768022,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1457.07,New North Road NB,2.740657389047092,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1507.66,New North Road NB,2.82269522688493,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1520.15,New North Road NB,2.844736403355518,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1583.39,New North Road NB,2.975577782665863,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1634.59,New North Road NB,3.0746745568594114,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1667.27,New North Road NB,3.129141223526078,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1676.07,New North Road NB,3.143035960368183,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1701.89,New North Road NB,3.183804381420815,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1768.09,New North Road NB,3.2831043814208147,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1882.17,New North Road NB,3.438668017784451,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1976.18,New North Road NB,3.569844761970498,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1985.01,New North Road NB,3.581618095303831,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
1996.83,New North Road NB,3.597378095303831,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2055.74,New North Road NB,3.679578095303831,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2095.46,New North Road NB,3.7406857876115236,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2175.86,New North Road NB,3.9070306151977308,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2179.72,New North Road NB,3.9153020437691586,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2193.58,New North Road NB,3.9461020437691587,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2310.54,New North Road NB,4.64786204376916,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2334.74,New North Road NB,4.701639821546936,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2371.96,New North Road NB,4.776079821546937,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2428.46,New North Road NB,4.867701443168558,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2439.35,New North Road NB,4.884036443168558,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2501.71,New North Road NB,4.975294979753924,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2586.79,New North Road NB,5.1029149797539235,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2644.86,New North Road NB,5.185872122611068,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2660.79,New North Road NB,5.209184317733018,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2672.28,New North Road NB,5.225598603447304,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2694.87,New North Road NB,5.2571195336798615,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2735.09,New North Road NB,5.3095804032450795,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2741.4,New North Road NB,5.317635722394016,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2822.86,New North Road NB,5.426249055727349,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2843.12,New North Road NB,5.454518823169209,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
2863.91,New North Road NB,5.48352812549479,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3024.68,New North Road NB,5.702759943676609,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3048.04,New North Road NB,5.730242296617786,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3072.29,New North Road NB,5.758771708382492,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3087.05,New North Road NB,5.776136414264844,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3097.2,New North Road NB,5.788077590735432,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3186.2,New North Road NB,5.899327590735433,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3200.77,New North Road NB,5.916811590735433,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3224.58,New North Road NB,5.945383590735433,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3330.11,New North Road NB,6.089288136189978,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
3355.64,New North Road NB,6.128565059266901,obs_50th,2025,2025 obs_50th,All Vehicles,AM2
